bin_count,bin_freq,bin_range,x_value,bin_number
1,0.018867924528301886,"(-1.884, -1.731]",-1.884,1
0,0.0,"(-1.731, -1.577]",-1.731,2
0,0.0,"(-1.577, -1.424]",-1.577,3
0,0.0,"(-1.424, -1.271]",-1.424,4
2,0.03773584905660377,"(-1.271, -1.117]",-1.271,5
1,0.018867924528301886,"(-1.117, -0.964]",-1.117,6
0,0.0,"(-0.964, -0.811]",-0.964,7
1,0.018867924528301886,"(-0.811, -0.657]",-0.811,8
1,0.018867924528301886,"(-0.657, -0.504]",-0.657,9
4,0.07547169811320754,"(-0.504, -0.351]",-0.504,10
6,0.11320754716981132,"(-0.351, -0.197]",-0.351,11
9,0.16981132075471697,"(-0.197, -0.0439]",-0.197,12
6,0.11320754716981132,"(-0.0439, 0.109]",-0.0439,13
8,0.1509433962264151,"(0.109, 0.263]",0.109,14
7,0.1320754716981132,"(0.263, 0.416]",0.263,15
4,0.07547169811320754,"(0.416, 0.569]",0.416,16
1,0.018867924528301886,"(0.569, 0.723]",0.569,17
1,0.018867924528301886,"(0.723, 0.876]",0.723,18
0,0.0,"(0.876, 1.029]",0.876,19
1,0.018867924528301886,"(1.029, 1.183]",1.029,20
